time               total        used        free      shared  buff/cache   available
2023-07-30 13:48:53  Mem:           125G         22G         87G        1.1M         15G        101G
2023-07-30 13:48:56  Mem:           125G         22G         87G        1.1M         15G        101G
2023-07-30 13:48:59  Mem:           125G         22G         87G        1.1M         15G        101G
2023-07-30 13:49:02  Mem:           125G         22G         87G        1.1M         15G        101G
2023-07-30 13:49:05  Mem:           125G         22G         87G        1.1M         15G        101G
2023-07-30 13:49:08  Mem:           125G         22G         87G        1.1M         15G        101G
2023-07-30 13:49:11  Mem:           125G         22G         86G        1.1M         15G        101G
2023-07-30 13:49:14  Mem:           125G         22G         86G        1.1M         15G        101G
2023-07-30 13:49:17  Mem:           125G         22G         86G        1.1M         15G        101G
2023-07-30 13:49:20  Mem:           125G         22G         86G        1.1M         15G        101G
2023-07-30 13:49:23  Mem:           125G         23G         86G        1.1M         15G        100G
2023-07-30 13:49:26  Mem:           125G         23G         86G        1.1M         15G        100G
2023-07-30 13:49:29  Mem:           125G         23G         86G        1.1M         15G        100G
2023-07-30 13:49:32  Mem:           125G         23G         86G        1.1M         15G        100G
2023-07-30 13:49:35  Mem:           125G         23G         85G        1.1M         15G        100G
2023-07-30 13:49:38  Mem:           125G         23G         85G        1.1M         15G        100G
2023-07-30 13:49:41  Mem:           125G         23G         85G        1.1M         16G        100G
2023-07-30 13:49:44  Mem:           125G         23G         85G        1.1M         16G        100G
2023-07-30 13:49:47  Mem:           125G         23G         85G        1.1M         16G        100G
2023-07-30 13:49:50  Mem:           125G         23G         85G        1.1M         16G        100G
2023-07-30 13:49:53  Mem:           125G         23G         85G        1.1M         16G        100G
2023-07-30 13:49:56  Mem:           125G         23G         85G        1.1M         16G        100G
2023-07-30 13:49:59  Mem:           125G         23G         84G        1.1M         16G        100G
2023-07-30 13:50:02  Mem:           125G         23G         84G        1.1M         16G        100G
2023-07-30 13:50:06  Mem:           125G         23G         84G        1.1M         16G        100G
2023-07-30 13:50:09  Mem:           125G         23G         84G        1.1M         16G        100G
2023-07-30 13:50:12  Mem:           125G         24G         84G        1.1M         16G         99G
2023-07-30 13:50:15  Mem:           125G         24G         84G        1.1M         16G         99G
2023-07-30 13:50:18  Mem:           125G         24G         84G        1.1M         16G         99G
2023-07-30 13:50:21  Mem:           125G         24G         84G        1.1M         16G         99G
2023-07-30 13:50:24  Mem:           125G         24G         84G        1.1M         16G         99G
2023-07-30 13:50:27  Mem:           125G         24G         83G        1.1M         16G         99G
2023-07-30 13:50:30  Mem:           125G         24G         83G        1.1M         16G         99G
2023-07-30 13:50:33  Mem:           125G         24G         83G        1.1M         17G         99G
2023-07-30 13:50:36  Mem:           125G         24G         83G        1.1M         17G         99G
2023-07-30 13:50:39  Mem:           125G         24G         83G        1.1M         17G         99G
