time               total        used        free      shared  buff/cache   available
2023-07-31 17:54:56  Mem:           125G         43G         48G        1.1M         33G         80G
2023-07-31 17:54:59  Mem:           125G         43G         48G        1.1M         33G         80G
2023-07-31 17:55:02  Mem:           125G         43G         48G        1.1M         33G         80G
2023-07-31 17:55:05  Mem:           125G         43G         48G        1.1M         33G         80G
2023-07-31 17:55:08  Mem:           125G         43G         48G        1.1M         33G         80G
2023-07-31 17:55:11  Mem:           125G         43G         48G        1.1M         33G         80G
2023-07-31 17:55:14  Mem:           125G         43G         47G        1.1M         33G         80G
2023-07-31 17:55:17  Mem:           125G         43G         47G        1.1M         33G         80G
2023-07-31 17:55:20  Mem:           125G         43G         47G        1.1M         33G         80G
2023-07-31 17:55:23  Mem:           125G         43G         47G        1.1M         33G         80G
2023-07-31 17:55:26  Mem:           125G         44G         47G        1.1M         33G         80G
2023-07-31 17:55:29  Mem:           125G         44G         47G        1.1M         33G         80G
2023-07-31 17:55:32  Mem:           125G         44G         47G        1.1M         33G         80G
2023-07-31 17:55:35  Mem:           125G         44G         47G        1.1M         33G         79G
2023-07-31 17:55:38  Mem:           125G         44G         46G        1.1M         33G         79G
2023-07-31 17:55:41  Mem:           125G         44G         46G        1.1M         33G         79G
2023-07-31 17:55:44  Mem:           125G         44G         46G        1.1M         34G         79G
2023-07-31 17:55:47  Mem:           125G         44G         46G        1.1M         34G         79G
2023-07-31 17:55:50  Mem:           125G         44G         46G        1.1M         34G         79G
2023-07-31 17:55:53  Mem:           125G         44G         46G        1.1M         34G         79G
2023-07-31 17:55:56  Mem:           125G         44G         46G        1.1M         34G         79G
2023-07-31 17:55:59  Mem:           125G         44G         46G        1.1M         34G         79G
2023-07-31 17:56:02  Mem:           125G         44G         45G        1.1M         34G         79G
2023-07-31 17:56:05  Mem:           125G         44G         45G        1.1M         34G         79G
2023-07-31 17:56:08  Mem:           125G         45G         45G        1.1M         34G         79G
2023-07-31 17:56:11  Mem:           125G         45G         45G        1.1M         34G         79G
2023-07-31 17:56:14  Mem:           125G         45G         45G        1.1M         34G         78G
2023-07-31 17:56:17  Mem:           125G         45G         45G        1.1M         34G         78G
2023-07-31 17:56:20  Mem:           125G         45G         45G        1.1M         34G         78G
2023-07-31 17:56:23  Mem:           125G         45G         45G        1.1M         34G         78G
2023-07-31 17:56:26  Mem:           125G         45G         44G        1.1M         34G         78G
2023-07-31 17:56:29  Mem:           125G         45G         44G        1.1M         34G         78G
2023-07-31 17:56:32  Mem:           125G         45G         44G        1.1M         34G         78G
2023-07-31 17:56:35  Mem:           125G         45G         44G        1.1M         34G         78G
2023-07-31 17:56:38  Mem:           125G         45G         44G        1.1M         34G         78G
2023-07-31 17:56:41  Mem:           125G         45G         44G        1.1M         34G         78G
2023-07-31 17:56:44  Mem:           125G         45G         44G        1.1M         34G         78G
2023-07-31 17:56:47  Mem:           125G         46G         44G        1.1M         35G         78G
2023-07-31 17:56:50  Mem:           125G         46G         44G        1.1M         35G         78G
2023-07-31 17:56:53  Mem:           125G         46G         43G        1.1M         35G         78G
